cps21_ResponseId,cps21_imp_iss,Q_Language
R_1GvlhnRjtOsZcc1,The weakness of the PM always shutting issues down that he doesn't want to face.,EN
R_1GvlmVd3oirdvOE,climate,EN
R_1GvrqGNRtJfg6UV,no comment,EN
R_1GvrqmiHB76dSma,Child benefits,EN
R_1GwCInkfYp4XQLA,ECONOMY AND AFFORDABILITY,EN
R_1GwE5mJYnTfwWBd,Le système de santé,FR-CA
R_1GwbmvLJ2Y7I8xS,The fact that there is even an election,EN
R_1GwwybySeOy2d45,Taxes,EN
R_1GxCmzyF7NVkkLq,LA VACCINATION,FR-CA
R_1GxYiHT6Dbm3oDE,DONT KNOW,EN
R_1GxbUXJZ3yZwOoG,I don't have a very important issue.,EN
R_1GxmrXIBGyruMhY,Transfert d’argent aux provinces,FR-CA
R_1GxnDHcUC6LxxDS,climate change,EN
R_1GxyQMtvf5Ebdg8,Affordable housing,EN
R_1Gy3Rjx6FvoOhau,indigenous issues,EN
R_1H06MxmqWokcX5w,Climate crisis (esp. species extinctions),EN
R_1H0FLiS9axmVN2I,nothing,EN
R_1H0G2CF1WxOjQ0V,healthcare,EN
R_1H0PXFWx41cC2vN,Vaccine mandates,EN
R_1H0uKdZvx97RY6V,The dept,EN
R_1H11TspyYLw3Ika,Cost of Living,EN
R_1H13p4bXfOdsiIK,Déficits,FR-CA
R_1H19dFaHyM8kner,Seniors pension,EN
R_1H1O6nlk2DxJnmd,Rhrhrh,FR-CA
R_1H1VBql8M2f7BCF,Il n’y a aucune raison pour ces élections,FR-CA
R_1H1f28yvFe7h8Y2,Electoral Reform,EN
R_1H1yg5hA11P3bjE,covid,EN
R_1H2AQMGJVdfwpWX,Electoral Reform,EN
R_1H2habXpF5iq2v3,Le climat,FR-CA
R_1H2iZbqbpnuOWGR,Economy,EN
R_1H2xOsGp496YASm,L’environnement,FR-CA
R_1H5At1ydAvn8L51,COVID vaccination,EN
R_1H5F3rvmGG6SQgj,économie,FR-CA
R_1H5ZI9kXj9q49yT,The need for a Universal Basic Income,EN
R_1H5ZOBJSTPrJPh0,Changer de Premier ministre,FR-CA
R_1H5hxY50EADEV2v,Climate change,EN
R_1H5yJzubeDFIQNE,Economic recovery,EN
R_1H6H62nX9muIEth,LE QUEBEC,FR-CA
R_1H6IN3vtPBS7xVl,healthcare,EN
R_1H6K0tPMU71vO1q,Climat,FR-CA
R_1H6jygeu6aQGjgl,"to not become ""americanized"" under a conservative government",EN
R_1H6umSGZNYAPc5Y,Gun laws,EN
R_1H6wVbygwr6U5eA,health care,EN
R_1H74B6zKshyiNVZ,COVID-19 safety for electors,EN
R_1H7DNnI26VvPszW,Spending and the deficit,EN
R_1H7DTs09RQVRhYy,COVID response and costs to fight this,EN
R_1H7TU0M42yc6DB7,Unemployment,EN
R_1H7XdEemC1Msvip,Economic recovery,EN
R_1H7aPzgJwT2u5d4,PRACTICAL MAKING ENDS MEET,EN
R_1H7viZw8bixGU0v,Restoring true democracy.,EN
R_1H7xFL2sUB9nBG5,Environment,EN
R_1H82GUbCoiM5RDD,Freedom and respect of our charter of rights,EN
R_1H86fiWXTRdLnWh,N/A,EN
R_1H8otRs5rDX1WeJ,Idk,EN
R_1HRVv8ufrSPclZ7,TAXES,EN
R_1HTzCXFrChJt9ap,economy,EN
R_1HV5TSbabQEf08V,environnement,EN
R_1HbIGhLo7Up4XL3,Pandemic,EN
R_1Hbiq8EBd2j4j1K,Covid response,EN
R_1Hc14tMFquslJmW,L’environnement,FR-CA
R_1Hc824O0dDu4Eoz,economy,EN
R_1Hc90MH2wrxnZkV,Healthcare,EN
R_1HcLNhFreeex3So,Opioid Crisis,EN
R_1HcQNanYe1S4zWV,La stabilité,FR-CA
R_1Hcod8NPzzJHXWN,1,FR-CA
R_1HcpA7lgeEfLwDA,Arts,EN
R_1HcwY26PVhxnWXC,Health,EN
R_1HdCtdjdc36XfZG,Actual informed leadership over morphable ideology marketing,EN
R_1HdZDK2LEjPvG2m,Indigenous People,EN
R_1HdZiQfGpzBfEd3,Je sais pas trop,FR-CA
R_1Hdazpo9QFIF9BI,La gestion de la pandémie,FR-CA
R_1HdgaaO1vP8E9tD,Covid recovery,EN
R_1HeHaVNgt9S8vYc,Housing,EN
R_1HeJ82i5E2kaHeo,Health care,EN
R_1HeNuiWwcM30D6w,"Health, education and economy",EN
R_1HejN28cVFIhUTV,Indigenous rights,EN
R_1HhIrJvTY7tlRWj,L'économie,FR-CA
R_1HhJa2fAPTR4hJm,Climate change,EN
R_1HhQuM56hzTE7sX,Education and Healthcare,EN
R_1Hi1DGQcN1XR2Jp,Climate change,EN
R_1HiO3944UoQFem6,Housing Pricing,EN
R_1HidWPy5O6aRPiW,Santé,FR-CA
R_1HiszmB9Oxcyu4u,Budget,EN
R_1HitQLa6AQuO4Uq,Climate Crisis,EN
R_1HjWM2Chdh2tZqe,Fair and open government for all parts of Canada.,EN
R_1HjWQT68opQX2vP,Money spent,EN
R_1HjZJjwlrTaXnal,Honesty,EN
R_1HjbulUgDQrnVe1,Climate Change,EN
R_1Hjkbc2LtJtF9ef,Health benefits,EN
R_1Hk6Onesf8MxfrZ,Économie,FR-CA
R_1HkP0LAtG0bFUUJ,Taxes,EN
R_1HkSSnuJvxdZEia,Pharmacare,EN
R_1Hkk1pKYPMe30wV,Affordable housing,EN
R_1HkseS8XMxbAeWI,Gestion pandémie,FR-CA
R_1HnOFFblvD4hmLH,Climate change,EN
R_1HnQ7ZEeHBz8U6l,Environnement,FR-CA
R_1HnsGYxxGwZHFHc,COVID,EN
R_1HnvShDm6iFexqo,C’est du gaspillage de temps et d’argent. De l’opportunisme…,FR-CA
R_1Ho4tGkXDDUtgGC,gestion de la crise sanitaire,FR-CA
R_1HoCuo7UALcak9o,Poverty/living wages,EN
R_1HoTI7DNz2qZc5W,Homelessness,EN
R_1HoeDIfzHXd13WJ,Accountability/ethics,EN
R_1Hofh56TDJ8opjj,Affordable housing,EN
R_1HpdgF4ofY73HhU,La relance économique,FR-CA
R_1HpolqMcUjjKQXE,Healthcare,EN
R_1Hq3vx3WV1lPhgy,immigration and refuges-  there are enough people in Canada.,EN
R_1HqK9W2StqrOjVm,OBTENIR UN GOUVERNEMENT MINORITAIRE,FR-CA
R_1HqPIziuHbYP9hH,Économie,FR-CA
R_1HqTbHYphGuJcg6,Equity,EN
R_1HqmrUsC35RUeFe,"FREEDOM of speech, medical freedom",EN
R_1Hqo23i3pyng5NM,debt,EN
R_1HqtH0KwlwXZYTm,The economy,EN
R_1I3Kwe9GdYeh2pq,housing prices,EN
R_1I3Lqz2lWcVahSU,Getting life back to normal,EN
R_1I41fPP9RrThoHS,Cost of living,EN
R_1I41fVyn4GN6H4F,Les finances,FR-CA
R_1I422HTmsdKdEuV,Climate Change,EN
R_1I4KUwp7yAennrk,Taxes,EN
R_1I4bsjZSc0fLfNx,Santé,FR-CA
R_1I5ApS9VT3N0OEh,Getting rid of pandemic,EN
R_1I5HIxhHo64u0RM,Pharmacare,EN
R_1I5UmcfBAmaBLZ1,health care,EN
R_1I5coxScavIEz7r,Environnement,FR-CA
R_1I5e2ysp3G8d0qK,"To have an honest, transparent & trustworthy Prime Minister who actually cares about the average Canadian in place of what Canadians have endured for the past 6 years",EN
R_1I5jTFn2ft9FbxW,Affordable Housing,EN
R_1I62dC4khCFbsmC,honesty in politics,EN
R_1I6RvZ2uZdFV3NU,Environnement,FR-CA
R_1I6gt7Waf0A5CWT,Health care,EN
R_1I6jucr2meW3eCE,national debt/deficit,EN
R_1I6nMPnfkAzzjJ6,Healthcare,EN
R_1I6okubpQKPhtyM,Get rid of Justin Trudeau,EN
R_1I6qwBOqA9e3bzi,Health and vaccination re Covid,EN
R_1I71oUB2CTVUMSZ,Deficit,EN
R_1I9F8BABsosW1h0,Excessive spending,EN
R_1I9I53QzdfhDVn1,Changement climatique,FR-CA
R_1I9QMagORFZTZSF,Climate change,EN
R_1IA8xqZXxtrAI2x,La pauvreté,FR-CA
R_1IA9rncmWnkYaL0,Climate Change,EN
R_1IA9y5GE3OIngZ4,Handling the pandemic recovery,EN
R_1IAG0air3nSWX2p,Covid,EN
R_1IAvlx9DKDSESrW,La santé,FR-CA
R_1IB39TUa7OSGCWA,n/a,EN
R_1IBnGmpGdn0wgMF,climate change,EN
R_1IDYE51a2iZNidM,Encouraging investment in Canada to get business productive and vibrant,EN
R_1IE07JTDAHuGnjl,That who ever win should lower the tax,EN
R_1IE3J6arwURn18i,Handling the COVID  situation,EN
R_1IEmgaX2UKzBRq9,Reconciliation and restoration with Indigenous People,EN
R_1IEnm4LqUVpggFh,Inflation,EN
R_1IFSoWp14FroJsx,Health system,EN
R_1IFSqjBpu1LMblF,Climate change,EN
R_1IFTSgYwfsQTdYe,la santé,FR-CA
R_1IFWOzgBw3ehUEL,Santé,FR-CA
R_1IFXPytdehVYqbx,"Govt spending and the redistribution of wealth, perconal income tax",EN
R_1IFusHjgT413s3f,Free speech,EN
R_1IGINJ84up1S30g,Qui élire,FR-CA
R_1IGUIAnX9hX4oYU,La protection de l’environnement et de nos droits,FR-CA
R_1IGVCFVCr4dHVAS,La Covid,FR-CA
R_1IGaOlW2Op9nf1h,seniors,EN
R_1IGaYygXHkejklb,The economy,EN
R_1IGk6mYtqck4GWt,Economy,EN
R_1IGyqjMcuwJmDY8,housing prices,EN
R_1IGzMarviDDDenl,economy,EN
R_1IGzXFP1BQjfGbm,How can someone pick just one? That’s unrealistic.,EN
R_1IHhVSEMNhbObVC,Covid,FR-CA
R_1IHqW58p43uIHF5,les liberaux cherchent elu majoritaire,FR-CA
R_1IK2L91HofpiiRL,What issues are being tackled and how they intend to do so,EN
R_1IK4uTDqxpk0nan,Taxes,EN
R_1IK67TRwY8xdehN,economic inequality,EN
R_1IKGD1EgTXD7WN2,Covid 19 et lois liberticides,FR-CA
R_1IKNBRtWEC2duHH,Justice,FR-CA
R_1IKtnKQdWgHaTOp,"Keeping control over expenses in groceries, house prices, and education",EN
R_1ILDuaaDK3QfZ4c,empêcher Trudeau de devenir majoritaire.,FR-CA
R_1ILTi65Z4mR7BSX,Education,EN
R_1ILZjD0xXlL9yQW,The economy,EN
R_1IMCbvWMukupBZo,Covid,EN
R_1IMH3XRnBUspldu,Post covid recovery,EN
R_1IMY9f1D0tbeIEi,the environment and climate change,EN
R_1IN1CIZQ4hK5DJS,that trudeau loses mega seats for being so selfish calling an expensive election during a pandemic,EN
R_1INki21vgX9ST8V,La pandémie,FR-CA
R_1INrHzkS2paBZ20,Je ne sais pas,FR-CA
R_1INrrYgT86VRIyn,Economy,EN
R_1INv6MF2B2XwBBT,Nobody is able to solve any problems except spending way more money and making living in Toronto unaffordable,EN
R_1IQ2yOXKWgWqLa1,Health care,EN
R_1IQ4gz8sDhJEFvr,Childcare,EN
R_1IQ6Q1HgGGvIk3j,La transparence,FR-CA
R_1IQ6dmF6GVNEQSz,La pauvreté,FR-CA
R_1IQSvqRE6ru10B7,Environnement,FR-CA
R_1IQc5adXizeG5XR,immigration,EN
R_1IQsYG3DQtjNKDX,les finances,FR-CA
R_1IQxcjjZxOm7TeC,Health care,EN
R_1IREMSyaQI5poxA,Cost of living,EN
R_1IRRRwYauTmxgAu,COPID,EN
R_1IRUTVtVEv56aJv,Lowering taxes,EN
R_1IRZhlZ57U1lPQz,climate change,EN
R_1IRwRNfvET0e3Xk,La COVID-19,FR-CA
R_1ISEVtGtI2NZA4K,fin de la crise sanitaire,FR-CA
R_1ISGKhzyXw49LgS,healthcare,EN
R_1ISI6jTcwL0BEgi,L'environnement,FR-CA
R_1ITbLq77wPMRTuH,Massive overspending by the government.,EN
R_1ITbqcXrl2XAppw,Abolishment of Bill 64,EN
R_1ITtptCssEe31ZW,Housing,EN
R_1IW5SiL0VP81t7J,economy,EN
R_1IWAC4GLxEscthh,Climat,FR-CA
R_1IWAt1E3rByQFbI,Économie,FR-CA
R_1IWNBBXccH8XFcN,Economy,EN
R_1IWYQUvVqWgma7A,Carbon Tax and Debt in Canada,EN
R_1IWa1ou5osBZoiY,Climate Change,EN
R_1IWojmUKC33Jbwx,The best overall platform not just one issue.,EN
R_1IWr6BG00WWqyoS,Getting up to date with seniors and Veterans,EN
R_1IWuFaTRJVdx79h,Covid,FR-CA
R_1IXYEENuMdNp4Pc,How we will conquer Covid,EN
R_1IXdoKRACfOPf6l,Economy,EN
R_1IXlxrcrS7n5bKA,Covid,EN
R_1IY4VrwMAY5Xmrj,controlling the pandemic as much as possible,EN
R_1IYMMuMUkRGduMb,Pandemic,EN
R_1IYs5ids0JpjTVA,Controlling COVID spread,EN
R_1IZ4qmkko05edF3,La place du Québec dans la fédération canadienne.,FR-CA
R_1IZ5lWTOkzVMzje,Climate change,EN
R_1IZsRQL2wHMnGHZ,Notre liberté,FR-CA
R_1IZt2hDu0B71ImV,Climate change,EN
R_1Ia6WltU1B6FWlu,Senior Care,EN
R_1IaNHNJASkTXfqv,Long term care,EN
R_1IattLVQL6IOFu6,L'endettement du pays.  Et le déblataitage contre la laïcité et le fait de protéger le français au Canada et particulièrement le Québec,FR-CA
R_1Iauib1OtLCyt8Y,Dette publique,FR-CA
R_1IaupluHhBRWGlr,Honesty/Transparency,EN
R_1IayS6Iif3664bv,The economy,EN
R_1IbByt3ZMJMSydv,Pénurie de main d’œuvre,FR-CA
R_1IbEEXl7pHSC6MV,Système de l’éducation,FR-CA
R_1IbJXDZoL6Td5Sw,employment,EN
R_1IbLGlF52d3kDOb,Health,EN
R_1IbVQnAx4zeZuGV,Covid rexovery,EN
R_1Ibi2FwCRvVQM9X,change of ruling party,EN
R_1Ibk91Xcz1id2s7,Changement climatique,FR-CA
R_1Ic4r390afPZnWW,Climate change,EN
R_1Ic9ou6ev0JsxO0,health care,EN
R_1IcQLje01ArIFNp,Covid 19,EN
R_1IcSiYGrNeoEVmq,Income,EN
R_1Id8GdxKgKNyY2w,Affordable housing and poverty,EN
R_1Id8wL5Ye8DacmQ,Getting rid of Trudeau,EN
R_1Idh7MKtVBCiD9q,Covid,EN
R_1IdhzdnIerXCOpZ,None,EN
R_1IfLh0VGmcQdYsH,climate change,EN
R_1IfUkf8FDr2i3Rn,stopping immigrants from dangerous countries,EN
R_1IfVlssUgOTaO1n,les fonds postpandémique,FR-CA
R_1IfVwoDLpe4xIkJ,Climate change and environmental preservation,EN
R_1Ig5X1wxvKMwPYF,long term health care,EN
R_1IgA7dnBKWgBxa2,I don't think we need an election.,EN
R_1IgF9DfFSwraOrO,"Equality, climate change, jobs",EN
R_1IgacXbYukH9cN3,Beating covid,EN
R_1Ige8YPSUEPSNbU,Crise covid,FR-CA
R_1IghtlSLclG78Lz,Covid-19,EN
R_1IgthDFzNVv7apJ,Inflation et la sante,FR-CA
R_1Ih420wiHSWUxiR,THE ISSUE OF CLIMATE CHANGE - IF THIS IS NOT SOLVED THERE WILL BE NO CANADA - EARTH,EN
R_1IhMGWAlrcsEPOM,FAIRNESS TO ALL CANADIANS,EN
R_1IhOddAftErpmfx,Climate change,EN
R_1IhkMAxXVxiYPES,economic recovery after the pandemic,EN
R_1Iho9S068lZG0pU,Impact des changements climatiques,FR-CA
R_1Ii1f6XECpfG4by,Getting Canada’s economy going again,EN
R_1IiRWB0H4AQvpba,la santé,FR-CA
R_1IilPlEU5cz8NZC,The pandemic,EN
R_1IilZVWvjrBJDfw,Freedom of choice,EN
R_1IimgI9OmLqKGa0,Economy,EN
R_1IirVy3oNfMuqOq,Combatting COVID-19,EN
R_1IitJVfy75yLgbG,Environnement,FR-CA
R_1Im8mpc6RDkNTYC,Economic recovery,EN
R_1ImC0nrnvHDenzC,A prime minister that keeps his promises,EN
R_1ImX1PVXr0Siblv,Economy,EN
R_1ImczkchDzvORPZ,none,EN
R_1In4UO9W7m1kOTo,COVID SAFETY FOR US,EN
R_1InHaJPx8VXG25E,Get rid of Trudeau,EN
R_1InQLjlT8jJ2eJV,Covid-19 et Environnement,FR-CA
R_1InRczY0itq00c1,Covid-19,EN
R_1InpFAa6yf7qYAd,housing affordability,EN
R_1Io2sR2NuIgr8YF,le français,FR-CA
R_1Io5LOqH3OME46s,Jobs,EN
R_1IoM752uM97VqNv,Le respect des pouvoirs du Québec,FR-CA
R_1IoVkVuygXLwQHa,l'environnement,FR-CA
R_1IoVn3MR14txoHH,Equality,EN
R_1IotbQSS7MsSil1,candidates are hard to trust,EN
R_1Ipbbg7iTigVnfu,Santé mentale,FR-CA
R_1Ipd0Ds9nKYSzkX,lower taxes and stop giving money away,EN
R_1IpiTeg0BmIlWft,"L'Environnement, la justice pour les peuples autochtones, le logement abordable",FR-CA
R_1IsAmd8GZKKpHFT,getting covid under control,EN
R_1IsDVtpobVxoWK1,Les armes a feu,FR-CA
R_1IsFlMUe3IQdnub,Conserver l'unité du Canada - et Améliorer le système de santé pour tous.,FR-CA
R_1IsGcQ02Z39Rw73,Économie - vaccination - gestion de la dette,FR-CA
R_1IsIpjVSpvuFIs9,transfert $ vers les provinces,FR-CA
R_1IsgFIPI5NkOlpT,health  care,EN
R_1It1nOHtSQyd9bo,Economy,EN
R_1It8IM7jrxQQ8jE,santé,FR-CA
R_1It8Tta82uLZUhT,C’est une élection inutile en ce temps de pandémie,FR-CA
R_1ItGPBY26l3Ljc0,"Climate relief, abolishment of all covid lockdowns and vaccine passports!",EN
R_1ItH7E8r70R0DgH,Health Care,EN
R_1ItMx6JgSwoB44B,safety,EN
R_1Itjm9r60DAgiEc,La dette,FR-CA
R_1ItnsA09po7jlTP,Healthcare spending,EN
R_1ItqtUd2cviQGDG,Economy,EN
R_1Itr2e2fIN2vDPZ,Economy,EN
R_1IuBKyTSDFbNVY3,coronovirus response,EN
R_1IuY5lg4gcCGH4Z,Economic recovery,EN
R_1IubctSPE9DWHJg,Climate change,EN
R_1IubjUGilK0CnfP,Health care,EN
R_1IubobT5DmUun3G,"Canadian Economy, and plans on how to deal with post COVID- economy",EN
R_1IucO6lM3H8lylL,Arrêter la PCU,FR-CA
R_1IudfhFk7MMVm0W,le respect des compétences provinciales,FR-CA
R_1IuxrJGZ1XyGWhq,heALTH CARE,EN
R_1IuyEv91Lqxr3uP,Climate change,EN
R_1IuyKEFuB9SNXAv,Le logemen et la gestion de la pendemi au canada,FR-CA
R_1IvkKbO5y3TPJNB,Covid 19 restrictions,EN
R_1IvnYywEERVVupC,Firearm control,EN
R_1Iy1DiOPqbyFgxC,Housing prices,EN
R_1IyAV8eIBtmfy8e,Healthcare,EN
R_1IyB8m9r7NvXvCt,Seniors,EN
R_1IyFTeeLeUe2qZE,Management of the pandemic,EN
R_1IyJJJ1D1DEi0nM,taxes,EN
R_1IyfE22ezUP8R3P,Mr Trudeau n'est selon moi pas un bon premier ministre,FR-CA
R_1IygHpRpEfHJ0ZK,Less immigration,EN
R_1IymR7cdRQhtvLq,Getting a new PM,EN
R_1Iz4iejJlECPaTs,Remboursement de la dette,FR-CA
R_1Iz6laVjqcUqDI5,Affordability,EN
R_1Iz7361W5GEWdxr,Healthcare,EN
R_1IzKLvi5IXtIfMS,Economy,EN
R_1Iztz6f2kLpDsnV,Environnement,FR-CA
R_1IzvP3mfO7pOcFP,Santé,FR-CA
R_1JCHt7P8937BL3K,Lower taxes and living affordability,EN
R_1JCK5RKpu9KjicF,Economy,EN
R_1JCK8tMPaMhIkwR,L'économie,FR-CA
R_1JCQjI8DShnPfg8,Ending the pandemic,EN
R_1JCSUBvkDJkb4TU,"Voting for who I actually want elected, not just a party I don’t like so the other top one won’t win.",EN
R_1JCoDc1GwRAqEYm,Economic recovery after Covid,EN
R_1JDEiioCCEFzwoo,Getting people vaccinated,EN
R_1JDh7zkbFU7pHc9,Environnement,FR-CA
R_1JDzrJ9Lo0Pu97c,The economy,EN
R_1JEER7oGkkGFdYD,Healthcare,EN
R_1JEL0B7LlikGXJD,Healthcare,EN
R_1JEM3JSRuTX0CcW,THE ECONOMY,EN
R_1JEZOtPG3yEFQZz,un retour 100% à normal,FR-CA
R_1JEm6OaM28h6jbr,Managing the Covid Pandemic,EN
R_1JF6GW5eh8HP3pf,Covid,EN
R_1JFJ5f22X1a6Le7,"bureaucratic overreach by federal and provincial governments in dealing with covid. Also the lying and deceit to push for people's compliance to ""mandated"" orders",EN
R_1JFRjtMHEl6Zps6,Government debt,EN
R_1JFRkO4ow4n21Ke,houseing cost,EN
R_1JFSXwMCxCgQ3Wd,Immigration policies,EN
R_1JFUOjJqvuQYrbk,health care,EN
R_1JFsJN4eGVcNkLD,santé,FR-CA
R_1JIqT0fD9sf4RXG,healthcare,EN
R_1JIufQtPz5LyW5K,economy,EN
R_1JIuk9JWhYEIKux,cost of living,EN
R_1JIvBRQ3Qaf2Kwz,VENIR À BOUT DE LA PANDÉMIE,FR-CA
R_1JJ8aaEHF0vQ58H,economy,EN
R_1JJUadDuN6xY2s1,Health care for low income and elderly,EN
R_1JJgrMz5Ie0QelZ,"poverty, in all its nasty manifestations",EN
R_1JJy6gsQQgG9xDY,Les libéraux pour être majoritaires,FR-CA
R_1JJyidyCBEhudEJ,Affordability,EN
R_1JK5qgRW3g0muEo,indigenous rights,EN
R_1JKDm33oCh2SHKY,Economy,EN
R_1JKGJVFT3hjs0wM,Le respect des compétences exclusives des provinces.,FR-CA
R_1JLOZGTkdR4c96D,Centralisation du gouvernement fédéral (non respect des champs de compétence),FR-CA
R_1JLRuEj9z0D92aW,Guarenteed livable income,EN
R_1JLTbQNgpcdlQbf,fiscal management,EN
R_1JLb0seSG2agaJQ,Diversity of candidates,EN
R_1JLcdSpnYrwTrZ8,"climate change, safe supply, housing",EN
R_1JLckznX5rBKOLn,Leadership,EN
R_1JOQZQp4JH93TRc,"None, i don't vote",EN
R_1JOVL4Ejm46HYMn,Getting rid of Justin Trudeau,EN
R_1JOVRQFM87uoS8D,Community/social issues,EN
R_1JOr0kHBs7xXo7Q,Inequality and taxes,EN
R_1JOyvQyGZUr9uYY,-99,EN
R_1JPAmtOjYaAsVfO,Housing and Guns,EN
R_1JPgH49B4qDVw2O,That seniors be looked after financially as well as immigrates that come into the country.  Why immigrates should be able to collect more money than a Canadian who has put in their years of work and if and when they get a increase in the old age pension it is pennies on the dollar. Also the Federal Government should be made to pay back the money that they took from Canadian as it was not their money to take.  In whole senior's are not been treated fairly nor are all the people contributing to Canada Pension.,EN
R_1JPmoKTmWmIz6pk,Healthcare,EN
R_1JPnj2BSFVAIUTu,The debt and how we are waisting our childrens feature.,EN
R_1JPxyleRvLvkfDb,Pandemic,EN
R_1JPz6NHZVhXdF7y,That politicians keep their promises,EN
R_1JQ2Ju7aItIUMM3,"Stop communism, allow us our freedom and no more taking away the insensitive to work",EN
R_1JQ4uZ3TL4TCWbg,L'économie,FR-CA
R_1JQjJNQxMjbsIdu,Climate,EN
R_1JQmYk4XNT8cSOh,Économie,FR-CA
R_1JRCxIVvN0DcXBO,Climate change,EN
R_1JROaPh6dMnqO8Y,Accountabilty,EN
R_1JRSwgQOW7rI5UD,Overdose crisis,EN
R_1JRW6Pch2aK4yXv,COVID-19 Response,EN
R_1JRvdr3KHGnkD0O,budget deficit,EN
R_1JRwu42wVKF1MC1,Pandemic,EN
R_1JRzjBahZxrWrDb,environment,EN
R_1JUPMfPnj2zzOya,Santé,FR-CA
R_1JVAyKjsuSYNPHX,L’enviRonnement,FR-CA
R_1JVHWhVpu2Lrc65,Freedom,EN
R_1JVY2jNDy5Ylbwt,La situation avec la Covid-19,FR-CA
R_1JVcLnm77ydmLV1,Main d’œuvre,FR-CA
R_1JVkIqCH4ZazFyV,Helping low income families survive,EN
R_1JW1ZECXvaPaOjD,Maintaining our current healthcare system,EN
R_1JWJaO0hvkbPwvr,pharmacare,EN
R_1JWNrPbpglupCSU,Economy,EN
R_1JWUqFYEGVd0aon,la pandemie et le deficit,FR-CA
R_1JWW4ubWb4GzPP7,Internet anonymity and spread of hatred and liesx,EN
R_1JWt9x7eg6DgwsG,Job creation and economy growth,EN
R_1JWue5CcUcoSmSg,Homeless and Menral Health,EN
R_1JWxxprUgC0XGYY,Housing prices,EN
R_1JX6e0FeNAHDMTm,Environment,EN
R_1JXFjwois3aDHk6,COVID-19 and the effects on our economy,EN
R_1JXYzf8dlpTHUAN,Canada debt,EN
R_1JXad4bddyTMzkW,Economics and health,EN
R_1JXuV1PCLTGCHjt,Healthcare and lower housing costs,EN
R_1JXwJLkOvMTKqUb,"Health care, child care and climate change",EN
R_1K0DXH6LUbGdxUu,Efforts of reconciliation for indigenous communities,EN
R_1K0FGMp0eVd10br,Corruption,EN
R_1K0TInj2oHUiikA,La santé,FR-CA
R_1K0Wwpug6QKYTYK,Environment/climate change,EN
R_1K0xQPQWiXh6Ojf,Covid,EN
R_1K12CWPtnFU2m1h,"moi ce qu’il me donne, l’environnement et la scolarité",FR-CA
R_1K1HHFTv21JM8Y4,AVOIR UNE PERSONNE QUI PREND LES BONNES DECISION,FR-CA
R_1K1QjE9AUxvinul,l'environnement et les chanement climatiques,FR-CA
R_1K1rxcxzdBSdFxP,crise climatique,FR-CA
R_1K242JbcAIDhBrk,"Economic recovery and anything that would help my financial situation - combatting inflation, tax credits",EN
R_1K2X3FrRAIV7dbq,le gaspillage de fonds publiques,FR-CA
R_1K2qCHclhwVlpxc,Lemploie,FR-CA
R_1K2sb7uJit0XHdD,Integrity,EN
R_1K2v2wYF9q6TpJw,Covid rules,EN
R_1K2yjqXTPNf1UFv,Covid,EN
R_1K2yxD8OQZYHkkl,heath care,EN
R_1K3ArSmruw1f1rW,Le Climat et plus de pouvoirs aux provinces,FR-CA
R_1K3HRTGHw1bHMuE,Santé impot garderie,FR-CA
R_1K3WFYZ6DXUGbTo,Health,EN
R_1K3YlRCqe6hBK2h,Pipeline,EN
R_1K3gIvLDhkc7mny,Housing,EN
R_1K43JP8Iwn77ieH,pandemic,EN
R_1K457lYztHUHXs3,Indigenous rights,EN
R_1K45p0gpD16Z7H0,la pension de vieillesse juste pour tout les canadien qui ont travailler pour,FR-CA
R_1K6Gn9EkxHH5ROp,Jobs,EN
R_1K6HKaqxhnzZm0i,La santé,FR-CA
R_1K74kQAPX34lhCu,to get rid of masks and vaccinations,EN
R_1K85ieJqeKE4Mfg,Economy,EN
R_1K87zGghfSv0ZkJ,Covid recovery,EN
R_1K8CukrLooyNhQG,-99,EN
R_1K8E36y9OSltlMv,Environnement,FR-CA
R_1K8RxpsXTHgXqoV,Cost of living and taxes,EN
R_1K8YrlXP8956aGN,Making sure the conservatives loss,EN
R_1K8wETOImIqBYiw,housing,EN
R_1K8xQr6gStlAptV,Health and child care,EN
R_1K9FiwqwQZJgLvU,"Les droits et libertés, l’equilbre budgétaire",FR-CA
R_1KRncX7X8GJxdKh,my rights,EN
R_1KSNbs46vybNYfT,Racism and Child Care,EN
R_1KYLN2vIz7UvI9H,Human rights,EN
R_1Ka857iOpULkpTP,Education,EN
R_1KcAcU9L1Nmy35u,L’avenir du français au Canada,FR-CA
R_1KcESoEzj2DA8Sm,Treat all Canadians equal.,EN
R_1KcGy2vOs6zz8Na,Childcare,EN
R_1KcZvaIZQec0Ddu,The leadership of Justin Trudeau,EN
R_1Kd0Fu3vD5MtkUQ,Environnement,FR-CA
R_1Kd9qYEzALbCAyy,Economic recovery from COVID,EN
R_1KdKun8uK4BiIZ1,Health care,EN
R_1KeDBs9Nr31CzRt,Change,EN
R_1KeDERGKngq8TgO,"environnement, immigration, le francais",FR-CA
R_1Kej1df8dSE4BEQ,fin des mesures covid,FR-CA
R_1Kf0aiW1oMqma8H,Gestion pandemie,FR-CA
R_1Kf1z0CQNbhJlMm,environnement,FR-CA
R_1KffSDQJpxNvLwI,housing,EN
R_1KfoGWsXN5J0YX5,Santé,FR-CA
R_1KfokAlB5IYvVGn,covid,EN
R_1Kg4REyBXmjqOC0,Affordability,EN
